title,description,Genre,Actors,Poster,imdb_score,tags
Bright,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.","Action, Fantasy, Thriller","Noomi Rapace, Joel Edgerton, Edgar Ramírez, Will Smith",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNzk5NDg1Nl5BMl5BanBnXkFtZTgwNTM5MDQxNDM@._V1_SX300.jpg,6.3,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.MOVIEAction, Fantasy, ThrillerUSNoomi Rapace, Joel Edgerton, Edgar Ramírez, Will Smith"
The Incredible Jessica James,"Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.",Comedy,"Jessica Williams, LaKeith Stanfield, Noël Wells, Chris O'Dowd",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1NDM0ODY2MDdeQTJeQWpwZ15BbWU4MDc2NTgxOTAy._V1_SX300.jpg,6.5,"Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.MOVIEComedyUSJessica Williams, LaKeith Stanfield, Noël Wells, Chris O'Dowd"
Handsome Devil,A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.,"Comedy, Drama, Sport","Ruairi O'Connor, Fionn O'Shea, Amy Huberman, Ardal O'Hanlon",https://images-na.ssl-images-amazon.com/images/M/MV5BYmIxMTdmOWYtMjRkZS00ZjM5LWJjZTYtMTM3Y2NmNzQ3NDJiXkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_SX300.jpg,7.0,"A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.MOVIEComedy, Drama, SportIERuairi O'Connor, Fionn O'Shea, Amy Huberman, Ardal O'Hanlon"
Sand Castle,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.","Action, Drama, War","Tommy Flanagan, Logan Marshall-Green, Henry Cavill, Nicholas Hoult",https://m.media-amazon.com/images/M/MV5BNTQ2YWM1MmItMGVmZi00N2EzLWE4NDUtNTgzODVkNTZlMTBmXkEyXkFqcGdeQXVyMzI3MDEzMzM@._V1_SX300.jpg,6.3,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.MOVIEAction, Drama, WarIQ, GBTommy Flanagan, Logan Marshall-Green, Henry Cavill, Nicholas Hoult"
"Game Over, Man!",Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.,"Action, Comedy","Blake Anderson, Anders Holm, Chloe Bridges, Adam Devine",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNjI4MDU2OF5BMl5BanBnXkFtZTgwMDAzMzA1NDM@._V1_SX300.jpg,5.4,"Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.MOVIEAction, ComedyUSBlake Anderson, Anders Holm, Chloe Bridges, Adam Devine"
Forgotten,"Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.","Horror, Mystery, Thriller","Kang Ha-Neul, Mu-Yeol Kim, Na-ra Lee, Yeon Je Hyung",https://images-na.ssl-images-amazon.com/images/M/MV5BNGQ1YzU3MTktZjliMC00NmEyLWEzMjUtYmZmYjY5NTJiYjEwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,7.4,"Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.MOVIEHorror, Mystery, ThrillerKRKang Ha-Neul, Mu-Yeol Kim, Na-ra Lee, Yeon Je Hyung"
Piercing,"After kissing his wife and baby goodbye for a seemingly normal business trip, Reed checks himself into a hotel room to accomplish something he’s always dreamed of: the perfect murder. As his sinister plans unfold, he soon realizes he might be in over his head with a mysteriously unhinged call girl named Jackie.","Horror, Mystery, Thriller","Mia Wasikowska, Olivia Bond, Christopher Abbott, Laia Costa",https://m.media-amazon.com/images/M/MV5BNTk1NDkzNjI1NF5BMl5BanBnXkFtZTgwMzM4Njg3NjM@._V1_SX300.jpg,5.5,"After kissing his wife and baby goodbye for a seemingly normal business trip, Reed checks himself into a hotel room to accomplish something he’s always dreamed of: the perfect murder. As his sinister plans unfold, he soon realizes he might be in over his head with a mysteriously unhinged call girl named Jackie.MOVIEHorror, Mystery, ThrillerFR, USMia Wasikowska, Olivia Bond, Christopher Abbott, Laia Costa"
On Body and Soul,"Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.","Drama, Fantasy, Mystery, Romance","Alexandra Borbély, Réka Tenki, Géza Morcsányi, Zoltán Schneider",https://images-na.ssl-images-amazon.com/images/M/MV5BOTcwYTk3YTAtODZjZi00MmI1LWEyNTItYTNkZWZjNGU1OGIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.5,"Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.MOVIEDrama, Fantasy, Mystery, RomanceHUAlexandra Borbély, Réka Tenki, Géza Morcsányi, Zoltán Schneider"
Mowgli: Legend of the Jungle,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.","Adventure, Drama, Fantasy","Naomie Harris, Cate Blanchett, Christian Bale, Benedict Cumberbatch",https://m.media-amazon.com/images/M/MV5BMWM2ZjAyODUtNTg0NC00YzEwLTk1NDgtNmRhZTRkYjQ2NTk2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.5,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.MOVIEAdventure, Drama, FantasyGB, USNaomie Harris, Cate Blanchett, Christian Bale, Benedict Cumberbatch"
Goon: Last of the Enforcers,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.","Comedy, Sport","Liev Schreiber, Alison Pill, Marc-André Grondin, Seann William Scott",https://images-na.ssl-images-amazon.com/images/M/MV5BNTYxNzk5NzM3OV5BMl5BanBnXkFtZTgwMjEzOTc4MjI@._V1_SX300.jpg,5.8,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.MOVIEComedy, SportCALiev Schreiber, Alison Pill, Marc-André Grondin, Seann William Scott"
Ricky Gervais: Humanity,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",Comedy,Ricky Gervais,https://images-na.ssl-images-amazon.com/images/M/MV5BYTk3MDU5MGEtNzg3ZS00YzE4LTg1YmUtZjBmNjFlMzRiZmUyXkEyXkFqcGdeQXVyMTk2ODU0OTM@._V1_SX300.jpg,7.9,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.MOVIEComedyGBRicky Gervais"
To the Bone,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,Drama,"Ziah Colon, Dana L. Wilson, Rebekah Kennedy, Lily Collins",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1OTk2NzAyNV5BMl5BanBnXkFtZTgwODYxNTE5MDI@._V1_SX300.jpg,6.8,"A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.MOVIEDramaUSZiah Colon, Dana L. Wilson, Rebekah Kennedy, Lily Collins"
The Bar,"In downtown Madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar.","Comedy, Horror, Thriller","Secun de la Rosa, Blanca Suárez, Mario Casas, Carmen Machi",https://images-na.ssl-images-amazon.com/images/M/MV5BNjY0YTcyYjEtNTlkZC00YTM5LTk3ZTQtMjEwM2U2YjdiMjI1XkEyXkFqcGdeQXVyMTY5OTQzNzY@._V1_SX300.jpg,6.3,"In downtown Madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar.MOVIEComedy, Horror, ThrillerESSecun de la Rosa, Blanca Suárez, Mario Casas, Carmen Machi"
Siberia,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.","Crime, Romance, Thriller","Elliot Lazar, Keanu Reeves, Boris Gulyarin, Ashley St. George",https://m.media-amazon.com/images/M/MV5BMTY1ODI5NzQ1NF5BMl5BanBnXkFtZTgwMzQ5NDM5NTM@._V1_SX300.jpg,4.3,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.MOVIECrime, Romance, ThrillerDE, CA, USElliot Lazar, Keanu Reeves, Boris Gulyarin, Ashley St. George"
War Machine,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,"Comedy, Drama, War","Brad Pitt, John Magaro, Daniel Betts, Emory Cohen",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMzgwNDE1M15BMl5BanBnXkFtZTgwMDAzMDM0MjI@._V1_SX300.jpg,6.0,"A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.MOVIEComedy, Drama, WarUSBrad Pitt, John Magaro, Daniel Betts, Emory Cohen"
Security,"An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.","Action, Crime, Thriller","Ben Kingsley, Liam McIntyre, Cung Le, Antonio Banderas",https://images-na.ssl-images-amazon.com/images/M/MV5BNzYzNjMwNzktYzYwMS00MTdlLWFlZWEtNzFiZDRjYzRiNjZmXkEyXkFqcGdeQXVyMTg0MzgwODA@._V1_SX300.jpg,5.7,"An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.MOVIEAction, Crime, ThrillerUSBen Kingsley, Liam McIntyre, Cung Le, Antonio Banderas"
Newness,"In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries.","Drama, Romance","Courtney Eaton, Laia Costa, Danny Huston, Nicholas Hoult",https://images-na.ssl-images-amazon.com/images/M/MV5BMzExZTFiM2EtN2QyYS00YWZiLWFlOTMtZGYzMWI4MTNkZGYzXkEyXkFqcGdeQXVyNzk3NjQ1MTc@._V1_SX300.jpg,6.3,"In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries.MOVIEDrama, RomanceUSCourtney Eaton, Laia Costa, Danny Huston, Nicholas Hoult"
The Breaker Upperers,Two women run a business breaking up couples for cash but when one develops a conscience their friendship unravels.,Comedy,"Madeleine Sami, Celia Pacquola, Jackie van Beek, James Rolleston",https://m.media-amazon.com/images/M/MV5BMWY1Mzg4OTItN2I0Yi00OTlhLWI4NmUtOTU3OThiNmUxNGNlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,5.9,"Two women run a business breaking up couples for cash but when one develops a conscience their friendship unravels.MOVIEComedyNZMadeleine Sami, Celia Pacquola, Jackie van Beek, James Rolleston"
Clive Davis: The Soundtrack of Our Lives,"The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between.",Documentary,"Sean 'Diddy' Combs, Jimmy Iovine, Simon Cowell, Clive Davis",https://m.media-amazon.com/images/M/MV5BMTY1MzczMDk2Nl5BMl5BanBnXkFtZTgwMzI0Njg2MzI@._V1_SX300.jpg,7.5,"The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between.MOVIEDocumentaryUSSean 'Diddy' Combs, Jimmy Iovine, Simon Cowell, Clive Davis"
We the Animals,"Manny, Joel and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah, the youngest, embraces an imagined world all his own.",Drama,"Isaiah Kristian, Evan Rosado, Sheila Vand, Raúl Castillo",https://m.media-amazon.com/images/M/MV5BYTYwOGZjMDUtZDIxOS00NDBlLWE0NGEtNmVmYzA3MTI4MDE4XkEyXkFqcGdeQXVyODE0MDY3NzY@._V1_SX300.jpg,6.9,"Manny, Joel and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah, the youngest, embraces an imagined world all his own.MOVIEDramaUSIsaiah Kristian, Evan Rosado, Sheila Vand, Raúl Castillo"
Unicorn Store,"A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.","Comedy, Drama, Fantasy","Samuel L. Jackson, Joan Cusack, Brie Larson, Bradley Whitford",https://m.media-amazon.com/images/M/MV5BMjUyMTY2OTkwMF5BMl5BanBnXkFtZTgwODEyODA3NzM@._V1_SX300.jpg,5.5,"A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.MOVIEComedy, Drama, FantasyUSSamuel L. Jackson, Joan Cusack, Brie Larson, Bradley Whitford"
Brain on Fire,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.","Biography, Drama","Thomas Mann, Chloë Grace Moretz, Carrie-Anne Moss, Richard Armitage",https://m.media-amazon.com/images/M/MV5BNmY0OThiYWQtMTAzYi00N2FiLWFlYWUtZDUzYzJiY2RlNjEwXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_SX300.jpg,6.6,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.MOVIEBiography, DramaIE, CAThomas Mann, Chloë Grace Moretz, Carrie-Anne Moss, Richard Armitage"
Bathtubs Over Broadway,"When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever.","Documentary, Comedy, Music","Martin Short, Susan Stroman, David Letterman, Chita Rivera",https://m.media-amazon.com/images/M/MV5BZWQ5YjkxNzctMGZkNC00ZDJmLWJkNGItMWQwZGNlN2U2NDUwXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,7.6,"When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever.MOVIEDocumentary, Comedy, MusicUSMartin Short, Susan Stroman, David Letterman, Chita Rivera"
What the Health,"Filmmaker Kip Andersen uncovers the secret to preventing and even reversing chronic diseases, and he investigates why the nation's leading health organizations doesn't want people to know about it.",Documentary,"Neal Barnard, Kip Andersen, Tia Blanco, Larry Baldwin",https://images-na.ssl-images-amazon.com/images/M/MV5BYWU3ZTk1ZDgtNTFlOC00MGRjLWFiZmQtYmI0Y2JjMmI5YTBkXkEyXkFqcGdeQXVyNzI5MjI4MTc@._V1_SX300.jpg,7.4,"Filmmaker Kip Andersen uncovers the secret to preventing and even reversing chronic diseases, and he investigates why the nation's leading health organizations doesn't want people to know about it.MOVIEDocumentaryUSNeal Barnard, Kip Andersen, Tia Blanco, Larry Baldwin"
Duck Butter,"Dissatisfied with the dishonesty they see in dating, strangers Naima and Sergio make a pact to spend 24 straight hours together in an attempt to fast forward their relationship.","Comedy, Drama, Romance","Marc Maron, Drew Langer, Mark Duplass, Alia Shawkat",https://m.media-amazon.com/images/M/MV5BMTU4MTMxMTM4NV5BMl5BanBnXkFtZTgwNjAzNjAxNTM@._V1_SX300.jpg,5.3,"Dissatisfied with the dishonesty they see in dating, strangers Naima and Sergio make a pact to spend 24 straight hours together in an attempt to fast forward their relationship.MOVIEComedy, Drama, RomanceUSMarc Maron, Drew Langer, Mark Duplass, Alia Shawkat"
Bill Nye: Science Guy,"Bill Nye is retiring his kid show act in a bid to become more like his late professor, astronomer Carl Sagan. Sagan dreamed of launching a spacecraft that could revolutionize interplanetary exploration. Bill sets out to accomplish Sagan's mission, but he is pulled away when he is challenged by evolution and climate change contrarians to defend the scientific consensus. Can Bill show the world why science matters in a culture increasingly indifferent to evidence?",Documentary,"Neil deGrasse Tyson, Ann Druyan, Heather Berlin, Bill Nye",https://images-na.ssl-images-amazon.com/images/M/MV5BZDE4MmFhMWEtM2UyMi00NzY3LWI4ODMtMDQ0MWI1YWJjMWQ1XkEyXkFqcGdeQXVyNDU1NDIxMTk@._V1_SX300.jpg,6.5,"Bill Nye is retiring his kid show act in a bid to become more like his late professor, astronomer Carl Sagan. Sagan dreamed of launching a spacecraft that could revolutionize interplanetary exploration. Bill sets out to accomplish Sagan's mission, but he is pulled away when he is challenged by evolution and climate change contrarians to defend the scientific consensus. Can Bill show the world why science matters in a culture increasingly indifferent to evidence?MOVIEDocumentaryUSNeil deGrasse Tyson, Ann Druyan, Heather Berlin, Bill Nye"
Mr. Roosevelt,A young woman returns home and must confront her ex-boyfriend when an unexpected tragedy occurs.,Comedy,"Nick Thune, Daniella Pineda, Noël Wells, Britt Lower",https://images-na.ssl-images-amazon.com/images/M/MV5BZWJjMjdjMWYtMzJmZS00YTNkLTk0NzMtNjNjN2EwMzEyNjdiXkEyXkFqcGdeQXVyMjM4ODc5MzQ@._V1_SX300.jpg,6.2,"A young woman returns home and must confront her ex-boyfriend when an unexpected tragedy occurs.MOVIEComedyUSNick Thune, Daniella Pineda, Noël Wells, Britt Lower"
Win It All,A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his.,Comedy,"Morgan Ng, Jake Johnson, Rony Shemon, Edward Kaihatsu",https://images-na.ssl-images-amazon.com/images/M/MV5BNTEzOTYzOTctMDBjNi00NzMyLTkzNjgtYTIyNDAxOWNiMDIxXkEyXkFqcGdeQXVyMzI3MDEzMzM@._V1_SX300.jpg,6.2,"A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his.MOVIEComedyUSMorgan Ng, Jake Johnson, Rony Shemon, Edward Kaihatsu"
Andhadhun,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,"Crime, Drama, Music, Mystery, Thriller","Radhika Apte, Anil Dhawan, Tabu, Ayushmann Khurrana",https://m.media-amazon.com/images/M/MV5BMmFmN2NlNGUtNDVjNy00NDA0LTk5MTQtOTEwN2NlZjM0NDFhXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_SX300.jpg,8.2,"A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.MOVIECrime, Drama, Music, Mystery, ThrillerINRadhika Apte, Anil Dhawan, Tabu, Ayushmann Khurrana"
In Darkness,A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,"Mystery, Thriller","Natalie Dormer, Joely Richardson, Ed Skrein, Emily Ratajkowski",https://ia.media-imdb.com/images/M/MV5BMjAxMjQ1NjM5Ml5BMl5BanBnXkFtZTgwOTI1OTY0NTM@._V1_SX300.jpg,5.7,"A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.MOVIEMystery, ThrillerGB, USNatalie Dormer, Joely Richardson, Ed Skrein, Emily Ratajkowski"
In Darkness,A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,"Drama, War","Robert Wieckiewicz, Maria Schrader, Benno Fürmann, Agnieszka Grochowska",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NDg2OTU3N15BMl5BanBnXkFtZTcwMDM3ODkwNw@@._V1_SX300.jpg,5.7,"A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.MOVIEDrama, WarGB, USRobert Wieckiewicz, Maria Schrader, Benno Fürmann, Agnieszka Grochowska"
Shimmer Lake,Shot in reverse day-by-day through a week—a local sheriff embarks on a quest to unlock the mystery of three small-town criminals and a bank heist gone wrong.,"Crime, Drama, Mystery, Thriller","Benjamin Walker, Rainn Wilson, Stephanie Sigman, John Michael Higgins",https://images-na.ssl-images-amazon.com/images/M/MV5BZGIxMDM1YzQtNDQ0My00MGMwLWJlMWEtZTZhMDQwY2YzNzZmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.3,"Shot in reverse day-by-day through a week—a local sheriff embarks on a quest to unlock the mystery of three small-town criminals and a bank heist gone wrong.MOVIECrime, Drama, Mystery, ThrillerCA, USBenjamin Walker, Rainn Wilson, Stephanie Sigman, John Michael Higgins"
The Debt Collector,"A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected.","Action, Comedy","Louis Mandylor, Scott Adkins, Vladimir Kulich, Tony Todd",https://m.media-amazon.com/images/M/MV5BNDBmYTcyODQtNWRmNy00NmQ0LWE5NTYtZGQwOTNmZmFiYTBjXkEyXkFqcGdeQXVyNzIzMTc2Mw@@._V1_SX300.jpg,5.8,"A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected.MOVIEAction, ComedyGB, USLouis Mandylor, Scott Adkins, Vladimir Kulich, Tony Todd"
First They Killed My Father,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,"Biography, Drama, History, War","Phoeung Kompheak, Mun Kimhak, Sveng Socheata, Sareum Srey Moch",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzOTQ1NDUwOF5BMl5BanBnXkFtZTgwNjAwNTkwMzI@._V1_SX300.jpg,7.2,"A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.MOVIEBiography, Drama, History, WarKH, USPhoeung Kompheak, Mun Kimhak, Sveng Socheata, Sareum Srey Moch"
The Titan,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.","Drama, Mystery, Romance, Sci-Fi, Thriller","Taylor Schilling, Sam Worthington, Agyness Deyn, Tom Wilkinson",https://ia.media-imdb.com/images/M/MV5BMjM3MDY2MjE2OF5BMl5BanBnXkFtZTgwNDg3MTA4NDM@._V1_SX300.jpg,4.8,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.MOVIEDrama, Mystery, Romance, Sci-Fi, ThrillerUS, GB, ESTaylor Schilling, Sam Worthington, Agyness Deyn, Tom Wilkinson"
Animal Crackers,A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,"Comedy, Musical","Chico Marx, The Marx Brothers, Groucho Marx, Harpo Marx",https://m.media-amazon.com/images/M/MV5BNWZhYzk5NTQtZmViYS00ZjZlLTk0M2MtNWI4NGY4MGJkNmZmXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,5.8,"A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.MOVIEComedy, MusicalCN, US, ESChico Marx, The Marx Brothers, Groucho Marx, Harpo Marx"
My Happy Family,"In a patriarchal society, an ordinary Georgian family lives with three generations under one roof. All are shocked when 52-year-old Manana decides to move out from her parents’ home and live alone. Without her family and her husband, a journey into the unknown begins.",Drama,"Tsisia Qumsishvili, Berta Khapava, Ia Shugliashvili, Merab Ninidze",https://images-na.ssl-images-amazon.com/images/M/MV5BNTE0NDgzNTMtNTcxZS00ZGRiLWFmNzEtNTBiNjJkM2EyNzY4XkEyXkFqcGdeQXVyNjEyNzgxNjk@._V1_SX300.jpg,7.4,"In a patriarchal society, an ordinary Georgian family lives with three generations under one roof. All are shocked when 52-year-old Manana decides to move out from her parents’ home and live alone. Without her family and her husband, a journey into the unknown begins.MOVIEDramaFR, GE, DETsisia Qumsishvili, Berta Khapava, Ia Shugliashvili, Merab Ninidze"
Strong Island,"Examining the violent death of the filmmaker’s brother and the judicial system that allowed his killer to go free, this documentary interrogates murderous fear and racialized perception, and re-imagines the wreckage in catastrophe’s wake, challenging us to change.",Documentary,"Kevin Myers, Lauren Ford, Yance Ford, Harvey Walker",https://images-na.ssl-images-amazon.com/images/M/MV5BOTg3ZGU5NDQtMDg3Yy00NzE0LWEyMTgtYjYxMTNjYzhlOTJiXkEyXkFqcGdeQXVyNDUzMzUyNg@@._V1_SX300.jpg,6.4,"Examining the violent death of the filmmaker’s brother and the judicial system that allowed his killer to go free, this documentary interrogates murderous fear and racialized perception, and re-imagines the wreckage in catastrophe’s wake, challenging us to change.MOVIEDocumentaryUSKevin Myers, Lauren Ford, Yance Ford, Harvey Walker"
Bad Genius,"Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.","Comedy, Crime, Drama, Thriller","Teeradon Supapunpinyo, Eisaya Hosuwan, Chutimon Chuengcharoensukying, Chanon Santinatornkul",https://ia.media-imdb.com/images/M/MV5BMzMxMTFlMDYtNjIyNS00YzQ4LWJlMDAtNGQwY2RlZGJiMmM1XkEyXkFqcGdeQXVyNzEyMTA5MTU@._V1_SX300.jpg,7.6,"Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.MOVIEComedy, Crime, Drama, ThrillerTHTeeradon Supapunpinyo, Eisaya Hosuwan, Chutimon Chuengcharoensukying, Chanon Santinatornkul"
Bullet Head,A group of career criminals finds itself trapped in a warehouse with the law – and an Attack Dog named DeNiro closing in.,"Crime, Drama, Thriller","Rory Culkin, Adrien Brody, John Malkovich, Antonio Banderas",https://images-na.ssl-images-amazon.com/images/M/MV5BZDY4ODA1ZDEtYzljMy00Y2YzLTg1MDMtZjUyYmFkMWM2ZjdkXkEyXkFqcGdeQXVyNDA4OTExNDU@._V1_SX300.jpg,5.4,"A group of career criminals finds itself trapped in a warehouse with the law – and an Attack Dog named DeNiro closing in.MOVIECrime, Drama, ThrillerBG, USRory Culkin, Adrien Brody, John Malkovich, Antonio Banderas"
Acts of Vengeance,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.","Action, Crime, Drama, Thriller","Cristina Serafini, Karl Urban, Paz Vega, Antonio Banderas",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2NTg5NDA1NF5BMl5BanBnXkFtZTgwNjEyMDk2MzI@._V1_SX300.jpg,5.7,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.MOVIEAction, Crime, Drama, ThrillerBG, USCristina Serafini, Karl Urban, Paz Vega, Antonio Banderas"
